,submission_date,state,new_case,caseInterpolate_MA7,caseInterpolate_savitzky31_3,caseInterpolate_gauss8,caseInterpolate_gauss3
13115,2021-07-13,NE,129,84.85714285714286,131.99241205916329,111,98
23864,2021-07-14,NE,100,87.0,155.76955310426058,117,104
13367,2021-07-15,NE,127,90.57142857142857,156.42254637704136,123,110
10395,2021-07-16,NE,166,98.85714285714286,169.98554893655577,130,115
21059,2021-07-17,NE,74,103.85714285714286,181.37683752746383,137,121
24747,2021-07-18,NE,65,108.85714285714286,199.02285442478882,145,128
9012,2021-07-19,NE,140,114.42857142857143,217.30073161340002,153,137
13071,2021-07-20,NE,150,117.42857142857143,253.38603365874656,162,147
27358,2021-07-21,NE,170,127.42857142857143,288.26000588914803,171,157
12001,2021-07-22,NE,230,142.14285714285714,289.5576796756438,181,167
22060,2021-07-23,NE,206,147.85714285714286,312.09366010555163,191,178
20529,2021-07-24,NE,98,151.28571428571428,336.0542934154794,201,189
16047,2021-07-25,NE,68,151.71428571428572,357.4608031892002,212,203
8462,2021-07-26,NE,322,177.71428571428572,383.4985163876871,223,217
9166,2021-07-27,NE,275,195.57142857142858,428.4162948198146,235,231
15321,2021-07-28,NE,233,204.57142857142858,471.5967972094497,247,243
13719,2021-07-29,NE,351,221.85714285714286,476.50184602142735,259,254
20155,2021-07-30,NE,311,236.85714285714286,500.70225826179524,271,266
26624,2021-07-31,NE,94,236.28571428571428,527.6638655462184,283,278
26289,2021-08-01,NE,136,246.0,550.5374527169357,296,293
8997,2021-08-02,NE,441,263.0,576.3117397902556,309,309
22549,2021-08-03,NE,393,279.85714285714283,627.2923282520554,322,324
25602,2021-08-04,NE,413,305.57142857142856,674.9566241590973,335,336
12358,2021-08-05,NE,381,309.85714285714283,676.4145054248113,348,345
23424,2021-08-06,NE,439,328.14285714285717,699.3363383089082,362,354
25607,2021-08-07,NE,151,336.2857142857143,730.2603682982625,376,364
13706,2021-08-08,NE,148,338.0,755.3772905388569,390,378
25871,2021-08-09,NE,540,352.14285714285717,788.1407506398784,405,395
23505,2021-08-10,NE,489,365.85714285714283,841.3523975627984,419,412
12379,2021-08-11,NE,502,378.57142857142856,889.1317357131529,435,427
9258,2021-08-12,NE,487,393.7142857142857,890.4220480645085,450,438
26725,2021-08-13,NE,606,417.57142857142856,923.3473011846245,466,449
24196,2021-08-14,NE,203,425.0,952.7844798296675,482,461
24161,2021-08-15,NE,175,428.85714285714283,934.186119730911,499,477
25611,2021-08-16,NE,669,447.2857142857143,981.6140795941016,515,498
21503,2021-08-17,NE,612,464.85714285714283,1017.1302407755551,532,520
9930,2021-08-18,NE,646,485.42857142857144,1048.4593082516024,549,543
12533,2021-08-19,NE,424,476.42857142857144,1026.2493148202673,565,563
16037,2021-08-20,NE,953,526.0,1033.8297583184212,582,583
20987,2021-08-21,NE,288,538.1428571428571,1047.892024734422,598,605
22033,2021-08-22,NE,278,552.8571428571429,1051.8348320460254,614,630
13088,2021-08-23,NE,796,571.0,1065.187184307685,629,656
22105,2021-08-24,NE,933,616.8571428571429,1098.2633128723185,644,679
15623,2021-08-25,NE,762,633.4285714285714,1127.8814016172503,658,697
12102,2021-08-26,NE,855,695.0,1099.7684205757773,671,709
20268,2021-08-27,NE,824,676.5714285714286,1099.3874153434956,683,719
14618,2021-08-28,NE,380,689.7142857142857,1105.7484880744748,694,731
11664,2021-08-29,NE,238,684.0,1109.9372805726061,704,747
8536,2021-08-30,NE,1119,730.1428571428571,1109.39113003692,713,764
20804,2021-08-31,NE,890,724.0,1141.6575007361432,721,775
27004,2021-09-01,NE,1137,777.5714285714286,1169.8833948673803,728,774
21923,2021-09-02,NE,1118,815.1428571428571,1142.387641849192,734,762
24642,2021-09-03,NE,447,761.2857142857143,1137.2528936102742,739,744
8909,2021-09-04,NE,447,770.8571428571429,1144.3402795080292,743,731
26728,2021-09-05,NE,447,800.7142857142857,1142.0194115381998,747,729
26563,2021-09-06,NE,447,704.7142857142857,1152.252372647172,749,742
11661,2021-09-07,NE,1156,742.7142857142857,1179.4138938594301,751,761
22766,2021-09-08,NE,955,716.7142857142857,1204.3005277582727,752,780
23668,2021-09-09,NE,940,691.2857142857143,1174.937960089696,752,792
14964,2021-09-10,NE,921,759.0,1162.1623139821963,751,793
12016,2021-09-11,NE,632,785.4285714285714,1174.4947337425533,749,789
22374,2021-09-12,NE,632,811.8571428571429,1177.2345919499871,747,783
22002,2021-09-13,NE,632,838.2857142857143,1178.5239756279866,743,778
24444,2021-09-14,NE,635,763.8571428571429,1200.3488187727917,740,774
25206,2021-09-15,NE,1295,812.4285714285714,1217.2315114725134,735,768
13375,2021-09-16,NE,881,804.0,1195.9624000543608,730,757
14803,2021-09-17,NE,603,758.5714285714286,1174.0929805884616,724,741
8437,2021-09-18,NE,603,754.4285714285714,1189.1400711227882,718,723
25756,2021-09-19,NE,603,750.2857142857143,1191.0351083829753,712,707
25281,2021-09-20,NE,603,746.1428571428571,1196.3287956692104,705,694
20569,2021-09-21,NE,881,781.2857142857143,1219.2402772429723,698,683
14952,2021-09-22,NE,683,693.8571428571429,1239.5671023126229,692,674
11887,2021-09-23,NE,712,669.7142857142857,1208.2373326689162,685,666
24752,2021-09-24,NE,591,668.0,1188.6485084599874,679,660
21842,2021-09-25,NE,591,666.2857142857143,1202.1477043647644,672,656
11280,2021-09-26,NE,591,664.5714285714286,1205.2189177557814,666,655
21853,2021-09-27,NE,592,663.0,1203.9503046501613,660,655
15784,2021-09-28,NE,676,633.7142857142857,1230.6314752316016,654,654
20739,2021-09-29,NE,933,669.4285714285714,1227.6630501257102,649,649
14596,2021-09-30,NE,630,657.7142857142857,1187.4213232462791,643,639
9343,2021-10-01,NE,762,682.1428571428571,1153.6498221930278,638,628
20837,2021-10-02,NE,392,653.7142857142857,1154.715372941629,633,620
25904,2021-10-03,NE,392,625.2857142857143,1123.5845432512626,627,619
15429,2021-10-04,NE,394,597.0,1097.22904256042,622,626
21821,2021-10-05,NE,843,620.8571428571429,1145.4258986613509,617,634
23967,2021-10-06,NE,862,610.7142857142857,1109.1728691476587,611,639
10855,2021-10-07,NE,826,638.7142857142857,1065.6334911323015,606,636
21371,2021-10-08,NE,825,647.7142857142857,1043.7284649708936,601,624
9109,2021-10-09,NE,346,641.1428571428571,1026.1687467439801,596,608
22775,2021-10-10,NE,346,634.5714285714286,1002.4533964529207,591,592
15728,2021-10-11,NE,349,628.1428571428571,985.7712292464151,587,580
26008,2021-10-12,NE,838,627.4285714285714,997.383157036399,583,570
14326,2021-10-13,NE,739,609.8571428571429,979.3981517135152,580,559
27283,2021-10-14,NE,701,592.0,930.1577385671246,578,544
12300,2021-10-15,NE,661,568.5714285714286,882.9508709144033,578,529
23129,2021-10-16,NE,152,540.8571428571429,880.4928990464108,578,517
24878,2021-10-17,NE,152,513.1428571428571,855.7720899680626,580,511
21812,2021-10-18,NE,155,485.42857142857144,838.6194251285417,583,510
10438,2021-10-19,NE,1360,560.0,849.4587193367911,587,512
20557,2021-10-20,NE,802,569.0,842.5607601531176,593,514
12806,2021-10-21,NE,474,536.5714285714286,790.5733538698496,600,521
23596,2021-10-22,NE,0,442.14285714285717,756.3539151509657,609,538
22425,2021-10-23,NE,0,420.42857142857144,756.3580375546442,619,568
12598,2021-10-24,NE,0,398.7142857142857,737.3419556501842,629,610
22429,2021-10-25,NE,2239,696.4285714285714,734.0289021268884,641,652
9067,2021-10-26,NE,598,587.5714285714286,763.7567555324015,653,685
21205,2021-10-27,NE,866,596.7142857142857,757.8763505402159,666,704
12178,2021-10-28,NE,0,529.0,704.7166866746697,679,711
13278,2021-10-29,NE,1613,759.4285714285714,682.795102946839,693,714
11826,2021-10-30,NE,0,759.4285714285714,696.3023171532762,706,719
24893,2021-10-31,NE,0,759.4285714285714,695.0443724659673,719,727
15102,2021-11-01,NE,1607,669.1428571428571,702.8597703232233,732,735
14484,2021-11-02,NE,972,722.5714285714286,703.3385127635959,745,737
23427,2021-11-03,NE,912,729.1428571428571,717.5582459398853,757,734
23785,2021-11-04,NE,1025,875.5714285714286,694.8756030714171,768,735
10418,2021-11-05,NE,0,645.1428571428571,703.570998210605,778,750
11159,2021-11-06,NE,0,645.1428571428571,727.6270810210876,787,787
13449,2021-11-07,NE,0,645.1428571428571,753.2948424652878,794,838
8598,2021-11-08,NE,2750,808.4285714285714,777.5488459534755,801,890
14737,2021-11-09,NE,958,806.4285714285714,807.1353371537291,805,924
24886,2021-11-10,NE,1257,855.7142857142857,826.7487145801715,809,931
27228,2021-11-11,NE,997,851.7142857142857,813.1679539740423,810,916
9660,2021-11-12,NE,862,974.8571428571429,824.0475888468593,810,894
13890,2021-11-13,NE,0,974.8571428571429,862.206618496455,809,880
22078,2021-11-14,NE,0,974.8571428571429,876.4265555278713,807,879
15787,2021-11-15,NE,1976,864.2857142857143,889.9889691725743,804,883
26732,2021-11-16,NE,1067,879.8571428571429,928.1245101814309,800,876
21337,2021-11-17,NE,1199,871.5714285714286,959.8188633944143,797,843
26110,2021-11-18,NE,1088,884.5714285714286,946.8069718453419,793,779
13057,2021-11-19,NE,1131,923.0,979.9284695010076,790,697
15815,2021-11-20,NE,0,923.0,1025.5282112845136,788,620
12419,2021-11-21,NE,0,923.0,1060.09712564271,787,574
25957,2020-01-22,IN,0,,0.0,0,0
25688,2020-01-23,IN,0,,0.0,0,0
21470,2020-01-24,IN,0,,0.0,0,0
12309,2020-01-25,IN,0,,0.0,0,0
14349,2020-01-26,IN,0,,0.0,0,0
11168,2020-01-27,IN,0,,0.0,0,0
22063,2020-01-28,IN,0,0.0,0.0,0,0
22427,2020-01-29,IN,0,0.0,0.0,0,0
23059,2020-01-30,IN,0,0.0,0.0,0,0
22823,2020-01-31,IN,0,0.0,0.0,0,0
11447,2020-02-01,IN,0,0.0,0.0,0,0
14718,2020-02-02,IN,0,0.0,0.0,0,0
8513,2020-02-03,IN,0,0.0,0.0,0,0
11712,2020-02-04,IN,0,0.0,0.0,0,0
26243,2020-02-05,IN,0,0.0,0.0,0,0
14288,2020-02-06,IN,0,0.0,0.0,0,0
15365,2020-02-07,IN,0,0.0,0.0,0,0
13484,2020-02-08,IN,0,0.0,0.0,0,0
14258,2020-02-09,IN,0,0.0,-0.07991120976692558,0,0
14510,2020-02-10,IN,0,0.0,-0.06326304106548271,0,0
24465,2020-02-11,IN,0,0.0,-0.047294389453894706,0,0
9391,2020-02-12,IN,0,0.0,-0.03200525493216149,0,0
15810,2020-02-13,IN,0,0.0,-0.17721805703413426,0,0
10479,2020-02-14,IN,0,0.0,-0.12999161928922492,0,0
11561,2020-02-15,IN,0,0.0,-0.1647149425808057,0,0
11339,2020-02-16,IN,0,0.0,-0.10491743867358244,0,0
15739,2020-02-17,IN,0,0.0,-0.04783800312577853,0,0
12594,2020-02-18,IN,0,0.0,0.006523364062606257,0,0
25145,2020-02-19,IN,0,0.0,-0.6077600851661413,0,0
11695,2020-02-20,IN,0,0.0,-0.952841513964075,0,0
8480,2020-02-21,IN,0,0.0,-1.4084124215724008,0,0
14848,2020-02-22,IN,0,0.0,-1.5616888264739837,0,0
13177,2020-02-23,IN,0,0.0,-2.144873043557043,0,0
22129,2020-02-24,IN,0,0.0,-1.400462071621099,0,0
23480,2020-02-25,IN,0,0.0,-1.781920315295927,0,0
20691,2020-02-26,IN,0,0.0,-3.4879159210854107,0,0
27252,2020-02-27,IN,0,0.0,-2.0826745792656647,0,0
24086,2020-02-28,IN,0,0.0,-2.367528143332801,0,0
15542,2020-02-29,IN,0,0.0,-6.907404471222442,1,0
8559,2020-03-01,IN,0,0.0,-9.258850710095345,1,0
12266,2020-03-02,IN,0,0.0,-5.497497112052357,1,0
24962,2020-03-03,IN,0,0.0,-7.718340166255169,2,0
20628,2020-03-04,IN,0,0.0,-9.677206731749287,3,0
21102,2020-03-05,IN,0,0.0,-15.124917891684955,4,0
10489,2020-03-06,IN,1,0.14285714285714285,-7.302770164669619,5,0
8718,2020-03-07,IN,0,0.14285714285714285,-8.513669618790894,7,0
10243,2020-03-08,IN,1,0.2857142857142857,-8.856395388343994,9,1
11641,2020-03-09,IN,1,0.42857142857142855,-9.886248839158277,11,1
26336,2020-03-10,IN,2,0.7142857142857143,-7.476273528279206,15,1
21303,2020-03-11,IN,4,1.2857142857142858,-18.384674624566767,18,2
20401,2020-03-12,IN,3,1.7142857142857142,-9.073048087159346,23,2
25902,2020-03-13,IN,0,1.5714285714285714,-21.030578269043414,29,3
13906,2020-03-14,IN,0,1.5714285714285714,-14.180162631090106,35,5
12483,2020-03-15,IN,7,2.4285714285714284,-8.324605313823588,43,7
15045,2020-03-16,IN,5,3.0,21.3320120501031,52,10
20322,2020-03-17,IN,6,3.5714285714285716,30.07182495639768,63,15
22367,2020-03-18,IN,9,4.285714285714286,27.517474914494144,74,21
11616,2020-03-19,IN,17,6.285714285714286,48.918503250356785,87,30
13310,2020-03-20,IN,23,9.571428571428571,70.63065981109428,102,42
20943,2020-03-21,IN,47,16.285714285714285,88.19069514598291,117,58
12072,2020-03-22,IN,75,26.0,106.69263176968903,134,77
15493,2020-03-23,IN,58,33.57142857142857,148.11486103875512,152,100
22431,2020-03-24,IN,106,47.857142857142854,167.3110829237355,172,128
15691,2020-03-25,IN,112,62.57142857142857,170.92280685859248,191,158
23021,2020-03-26,IN,168,84.14285714285714,202.4769983465084,212,191
9138,2020-03-27,IN,336,128.85714285714286,231.81181906724947,233,225
14040,2020-03-28,IN,251,158.0,251.03950259349023,254,259
21742,2020-03-29,IN,282,187.57142857142858,274.4699540193435,275,292
14468,2020-03-30,IN,272,218.14285714285714,322.6277831887471,295,324
14166,2020-03-31,IN,373,256.2857142857143,336.48660218804486,315,356
24351,2020-04-01,IN,406,298.2857142857143,337.67460191623815,334,385
13739,2020-04-02,IN,474,342.0,373.55727196538993,352,412
21196,2020-04-03,IN,418,353.7142857142857,405.5705451992116,369,435
27264,2020-04-04,IN,496,388.7142857142857,433.12559740877475,384,454
26298,2020-04-05,IN,458,413.85714285714283,438.4608258397697,399,468
25170,2020-04-06,IN,533,451.14285714285717,494.6532197784773,412,476
14099,2020-04-07,IN,563,478.2857142857143,518.7881718725224,424,480
14234,2020-04-08,IN,436,482.57142857142856,518.2852159731817,435,480
15145,2020-04-09,IN,408,473.14285714285717,555.6368207660422,445,476
26142,2020-04-10,IN,556,492.85714285714283,582.7777299599082,455,469
25550,2020-04-11,IN,528,497.42857142857144,637.4342340709867,464,461
22012,2020-04-12,IN,493,502.42857142857144,624.2481143400754,472,456
10645,2020-04-13,IN,308,470.2857142857143,651.464087521801,480,454
10161,2020-04-14,IN,291,431.42857142857144,678.2893610274297,489,458
12700,2020-04-15,IN,428,430.2857142857143,709.8426011914198,497,467
9855,2020-04-16,IN,587,455.85714285714283,742.3496341932997,505,478
15910,2020-04-17,IN,612,463.85714285714283,771.5647240028085,514,489
14341,2020-04-18,IN,487,458.0,785.630591859385,523,497
20325,2020-04-19,IN,569,468.85714285714283,800.1212484993995,533,503
11713,2020-04-20,IN,476,492.85714285714283,821.1215882579445,542,511
20162,2020-04-21,IN,411,510.0,843.3492264830458,552,524
21098,2020-04-22,IN,341,497.57142857142856,878.8925003963847,561,544
14396,2020-04-23,IN,601,499.57142857142856,839.8489433509251,570,570
15945,2020-04-24,IN,641,503.7142857142857,861.9981426532876,578,601
10732,2020-04-25,IN,715,536.2857142857143,874.9153774717431,586,630
24808,2020-04-26,IN,617,543.1428571428571,882.5023443339597,593,654
22176,2020-04-27,IN,949,610.7142857142857,891.3537112958389,599,671
23430,2020-04-28,IN,627,641.5714285714286,905.8328161453259,604,679
26300,2020-04-29,IN,594,677.7142857142857,919.1389612448752,607,680
10511,2020-04-30,IN,653,685.1428571428571,935.8547871978977,610,676
25045,2020-05-01,IN,795,707.1428571428571,960.2572425196491,610,670
10610,2020-05-02,IN,665,700.0,950.2690208158733,610,662
21413,2020-05-03,IN,638,703.0,966.476273528279,608,654
22852,2020-05-04,IN,574,649.4285714285714,976.9038936329246,605,645
26385,2020-05-05,IN,526,635.0,997.8202224285938,600,635
23766,2020-05-06,IN,837,669.7142857142857,997.6108405626396,595,623
23853,2020-05-07,IN,633,666.8571428571429,1005.6391764252868,589,606
11324,2020-05-08,IN,643,645.1428571428571,1030.0477700514164,583,586
24246,2020-05-09,IN,586,633.8571428571429,1031.1399805205097,576,563
14169,2020-05-10,IN,394,599.0,1029.7000385059682,569,543
27427,2020-05-11,IN,501,588.5714285714286,1037.726494371333,562,527
21994,2020-05-12,IN,500,584.8571428571429,1050.6851570817,555,518
22525,2020-05-13,IN,346,514.7142857142857,1036.5779066343516,548,516
15225,2020-05-14,IN,580,507.14285714285717,1036.3703368139704,541,519
10178,2020-05-15,IN,602,501.2857142857143,1051.866950553806,534,523
26650,2020-05-16,IN,625,506.85714285714283,1035.5248363496337,527,526
21190,2020-05-17,IN,498,521.7142857142857,1026.713900654601,521,528
23898,2020-05-18,IN,477,518.2857142857143,1018.2498357833697,514,527
13514,2020-05-19,IN,450,511.14285714285717,1014.211986681465,508,523
14332,2020-05-20,IN,569,543.0,980.5668078552172,502,517
14329,2020-05-21,IN,662,554.7142857142857,974.5960723912202,496,508
14517,2020-05-22,IN,473,536.2857142857143,980.9664545063305,490,495
11832,2020-05-23,IN,492,517.2857142857143,963.1616571156761,484,481
24716,2020-05-24,IN,475,514.0,942.7021223583771,478,469
15938,2020-05-25,IN,339,494.2857142857143,921.3827266755757,472,460
20936,2020-05-26,IN,363,481.85714285714283,926.6906611701281,466,456
13300,2020-05-27,IN,359,451.85714285714283,880.1006591315767,460,456
27251,2020-05-28,IN,631,447.42857142857144,855.5049038483314,454,457
12415,2020-05-29,IN,490,449.85714285714283,862.0879521619966,448,455
21307,2020-05-30,IN,653,472.85714285714283,830.2673899748576,442,450
10716,2020-05-31,IN,363,456.85714285714283,809.9667716143059,436,442
8452,2020-06-01,IN,256,445.0,755.2395977258826,430,432
14082,2020-06-02,IN,407,451.2857142857143,769.2511268658405,425,422
27652,2020-06-03,IN,475,467.85714285714283,745.0853926476249,419,414
9520,2020-06-04,IN,384,432.57142857142856,726.3541190060928,414,407
23235,2020-06-05,IN,482,431.42857142857144,697.452490430134,408,400
26629,2020-06-06,IN,419,398.0,660.2741398446169,403,392
11405,2020-06-07,IN,400,403.2857142857143,623.3662370608619,399,384
26305,2020-06-08,IN,226,399.0,601.397585449274,394,378
23312,2020-06-09,IN,410,399.42857142857144,582.4627737887606,390,374
22477,2020-06-10,IN,304,375.0,561.301932093592,386,374
10453,2020-06-11,IN,411,378.85714285714283,529.5579288319099,382,377
11100,2020-06-12,IN,398,366.85714285714283,471.9505085052888,378,380
24162,2020-06-13,IN,397,363.7142857142857,495.4210514394435,375,381
12951,2020-06-14,IN,366,358.85714285714283,470.9259099866361,372,379
11703,2020-06-15,IN,521,401.0,458.3573580375546,370,374
9384,2020-06-16,IN,356,393.2857142857143,436.9548574146639,369,365
11570,2020-06-17,IN,227,382.2857142857143,429.6572515798771,367,355
27053,2020-06-18,IN,425,384.2857142857143,408.0193888876304,367,343
20339,2020-06-19,IN,308,371.42857142857144,389.07780470678836,367,333
23942,2020-06-20,IN,315,359.7142857142857,366.06068087612397,368,326
9358,2020-06-21,IN,362,359.14285714285717,348.4829101451901,370,324
16049,2020-06-22,IN,210,314.7142857142857,347.3269609730684,372,328
25884,2020-06-23,IN,238,297.85714285714283,349.56923146617135,376,337
10267,2020-06-24,IN,269,303.85714285714283,360.10781671159015,380,350
20710,2020-06-25,IN,515,316.7142857142857,357.0292192348637,385,363
22348,2020-06-26,IN,485,342.0,356.5320845319259,391,375
12156,2020-06-27,IN,435,359.14285714285717,365.4527622369701,398,383
21719,2020-06-28,IN,355,358.14285714285717,368.6533330313257,407,389
9378,2020-06-29,IN,298,370.7142857142857,368.5203288862714,416,395
14595,2020-06-30,IN,366,389.0,391.71559944732604,425,403
11425,2020-07-01,IN,358,401.7142857142857,400.03320573512417,436,414
24292,2020-07-02,IN,435,390.2857142857143,418.3960905116763,448,426
27021,2020-07-03,IN,528,396.42857142857144,432.1424947337425,461,437
12735,2020-07-04,IN,517,408.14285714285717,445.2055992208203,474,447
11433,2020-07-05,IN,576,439.7142857142857,454.50347686244294,489,456
13446,2020-07-06,IN,323,443.2857142857143,476.79011982151343,504,467
10283,2020-07-07,IN,295,433.14285714285717,495.2712179211306,519,483
21958,2020-07-08,IN,437,444.42857142857144,524.6718158961696,536,504
21422,2020-07-09,IN,512,455.42857142857144,551.0033522843098,553,529
10548,2020-07-10,IN,725,483.57142857142856,578.4622754762281,570,555
22731,2020-07-11,IN,779,521.0,605.5569548574146,588,580
15708,2020-07-12,IN,533,514.8571428571429,631.2613649233276,605,602
24371,2020-07-13,IN,425,529.4285714285714,648.8106865387663,623,625
20550,2020-07-14,IN,648,579.8571428571429,663.2333688192257,640,648
22292,2020-07-15,IN,685,615.2857142857143,684.9190921651676,658,673
12961,2020-07-16,IN,710,643.5714285714286,708.6539445967063,674,700
14526,2020-07-17,IN,733,644.7142857142857,729.8735871707171,690,725
27662,2020-07-18,IN,841,653.5714285714286,745.7168225780877,705,747
15875,2020-07-19,IN,917,708.4285714285714,760.0925728782076,720,766
25151,2020-07-20,IN,635,738.4285714285714,773.72939364425,733,783
25126,2020-07-21,IN,710,747.2857142857143,791.6084849033952,746,798
13232,2020-07-22,IN,757,757.5714285714286,807.0433078891931,757,810
25586,2020-07-23,IN,929,788.8571428571429,818.8449795012342,768,818
22899,2020-07-24,IN,996,826.4285714285714,835.4193752972886,778,820
23358,2020-07-25,IN,922,838.0,839.3526467190646,787,816
13548,2020-07-26,IN,852,828.7142857142857,839.8975967745587,795,808
11934,2020-07-27,IN,535,814.4285714285714,844.420145416657,803,800
13931,2020-07-28,IN,771,823.1428571428571,849.7816258578902,810,796
8942,2020-07-29,IN,621,803.7142857142857,848.833540963555,817,797
22363,2020-07-30,IN,954,807.2857142857143,847.529525017554,824,801
14671,2020-07-31,IN,901,793.7142857142857,839.7683526240683,830,806
20504,2020-08-01,IN,968,800.2857142857143,831.5416657228926,836,813
22851,2020-08-02,IN,735,783.5714285714286,819.8961924392395,842,822
15781,2020-08-03,IN,576,789.4285714285714,809.4477338105052,848,836
23210,2020-08-04,IN,822,796.7142857142857,797.4591496976147,853,857
15963,2020-08-05,IN,720,810.8571428571429,786.9738385920402,858,882
25440,2020-08-06,IN,1040,823.1428571428571,772.8459534757299,862,905
23999,2020-08-07,IN,1239,871.4285714285714,754.8222609798635,866,922
9943,2020-08-08,IN,1033,880.7142857142857,737.6367075131938,870,928
23555,2020-08-09,IN,1041,924.4285714285714,717.9787764162267,873,924
9853,2020-08-10,IN,664,937.0,696.9503726018708,876,914
11574,2020-08-11,IN,870,943.8571428571429,684.9501007950348,879,903
14320,2020-08-12,IN,660,935.2857142857143,669.3298375954153,882,893
21449,2020-08-13,IN,1043,935.7142857142857,668.6492785793562,884,883
27783,2020-08-14,IN,1067,911.1428571428571,655.9230107137191,887,871
12537,2020-08-15,IN,1044,912.7142857142857,645.9044825477359,890,856
26982,2020-08-16,IN,739,869.5714285714286,624.5752565177012,893,840
8418,2020-08-17,IN,591,859.1428571428571,599.6299576434346,896,830
12820,2020-08-18,IN,841,855.0,590.1351332986023,899,830
9864,2020-08-19,IN,489,830.5714285714286,594.2614328750366,902,843
9927,2020-08-20,IN,941,816.0,580.3827493261455,905,868
27650,2020-08-21,IN,1040,812.1428571428571,579.2802328478559,908,902
27381,2020-08-22,IN,1000,805.8571428571429,565.6908423746855,911,937
26207,2020-08-23,IN,615,788.1428571428571,558.0219937031416,914,967
22832,2020-08-24,IN,1660,940.8571428571429,551.0042809576659,916,987
25276,2020-08-25,IN,829,939.1428571428571,561.8716165711566,917,996
9562,2020-08-26,IN,938,1003.2857142857143,569.8035516093228,918,994
13893,2020-08-27,IN,1145,1032.4285714285713,577.1790301026069,918,984
27314,2020-08-28,IN,809,999.4285714285714,582.4957983193275,917,968
27333,2020-08-29,IN,1121,1016.7142857142857,579.9022401413393,915,950
11444,2020-08-30,IN,879,1054.4285714285713,571.5672382160409,912,935
8736,2020-08-31,IN,883,943.4285714285714,561.773267797685,909,923
12369,2020-09-01,IN,695,924.2857142857143,564.1200933203469,905,915
12438,2020-09-02,IN,859,913.0,564.8108903938933,900,909
27536,2020-09-03,IN,1104,907.1428571428571,572.0867290312349,896,899
23453,2020-09-04,IN,1030,938.7142857142857,575.6920428548777,891,882
12776,2020-09-05,IN,1077,932.4285714285714,564.2088835534212,886,859
26477,2020-09-06,IN,843,927.2857142857143,554.6637975945093,882,835
22706,2020-09-07,IN,590,885.4285714285714,556.5042469818113,877,818
14021,2020-09-08,IN,386,841.2857142857143,561.1626537407416,874,815
8753,2020-09-09,IN,705,819.2857142857143,568.774536229586,870,828
27178,2020-09-10,IN,758,769.8571428571429,570.2930530702845,868,851
15701,2020-09-11,IN,1262,803.0,569.6165485061948,865,875
11593,2020-09-12,IN,1056,800.0,559.5284151396405,864,890
13860,2020-09-13,IN,1243,857.1428571428571,548.3856939002012,864,891
24313,2020-09-14,IN,736,878.0,545.4070080862532,864,881
26808,2020-09-15,IN,689,921.2857142857143,547.8697592244444,866,864
24654,2020-09-16,IN,580,903.4285714285714,551.0564678701668,868,848
13886,2020-09-17,IN,837,914.7142857142857,553.4671000475661,872,834
14216,2020-09-18,IN,1037,882.5714285714286,552.7430066366168,878,822
25798,2020-09-19,IN,1076,885.4285714285714,544.5929239620374,885,812
12416,2020-09-20,IN,746,814.4285714285714,533.8231217015106,894,805
27078,2020-09-21,IN,522,783.8571428571429,527.5603297922942,906,806
25829,2020-09-22,IN,599,771.0,530.5728782078867,919,818
11345,2020-09-23,IN,711,789.7142857142857,535.3698838025775,934,840
25559,2020-09-24,IN,899,798.5714285714286,533.3511970826065,952,870
21103,2020-09-25,IN,1171,817.7142857142857,532.3992162902896,973,902
14027,2020-09-26,IN,1142,827.1428571428571,528.7391333892045,995,932
11298,2020-09-27,IN,901,849.2857142857143,522.0265011665041,1021,959
27079,2020-09-28,IN,872,899.2857142857143,520.8515481664363,1048,987
25507,2020-09-29,IN,744,920.0,525.7912296994268,1078,1018
12038,2020-09-30,IN,953,954.5714285714286,538.0185961176921,1111,1054
14323,2020-10-01,IN,1157,991.4285714285714,533.9685610093092,1146,1090
23443,2020-10-02,IN,1464,1033.2857142857142,545.1889737026886,1182,1124
22963,2020-10-03,IN,1419,1072.857142857143,537.4518562141836,1221,1155
20641,2020-10-04,IN,1087,1099.4285714285713,530.7827130852339,1262,1187
12749,2020-10-05,IN,830,1093.4285714285713,528.7934494552536,1305,1227
13019,2020-10-06,IN,970,1125.7142857142858,535.6057668350359,1349,1280
14698,2020-10-07,IN,1281,1172.5714285714287,549.6788828739041,1395,1347
24912,2020-10-08,IN,1450,1214.4285714285713,560.7924075290492,1442,1420
8543,2020-10-09,IN,1816,1264.7142857142858,565.0927540827649,1491,1491
12255,2020-10-10,IN,1918,1336.0,567.7573897483519,1541,1552
15331,2020-10-11,IN,1570,1405.0,565.6799248001087,1593,1602
26318,2020-10-12,IN,1574,1511.2857142857142,571.703073682303,1646,1646
25426,2020-10-13,IN,1549,1594.0,587.6351899250265,1701,1691
12922,2020-10-14,IN,1165,1577.4285714285713,601.7087136741487,1758,1738
24971,2020-10-15,IN,1943,1647.857142857143,611.8276065143037,1817,1786
21092,2020-10-16,IN,2283,1714.5714285714287,613.7593150467734,1878,1831
24155,2020-10-17,IN,2482,1795.142857142857,623.5051077034586,1942,1871
15928,2020-10-18,IN,1605,1800.142857142857,625.8250016987924,2009,1910
11683,2020-10-19,IN,1584,1801.5714285714287,623.7813993521935,2079,1955
20899,2020-10-20,IN,1498,1794.2857142857142,643.0975560035334,2154,2014
